Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age at marriage,Number of ever married persons - Males,Number of ever married persons - Females,Duration of marriage of currently married persons - All durations - Males,Duration of marriage of currently married persons - All durations - Females,Duration of marriage of currently married persons - 0-4 - Males,Duration of marriage of currently married persons - 0-4 - Females,Duration of marriage of currently married persons - 5-9 - Males,Duration of marriage of currently married persons - 5-9 - Females,Duration of marriage of currently married persons - 10-19 - Males,Duration of marriage of currently married persons - 10-19 - Females,Duration of marriage of currently married persons - 20-29 - Males,Duration of marriage of currently married persons - 20-29 - Females,Duration of marriage of currently married persons - 30-39 - Males,Duration of marriage of currently married persons - 30-39 - Females,Duration of marriage of currently married persons - 40+ - Males,Duration of marriage of currently married persons - 40+ - Females,Duration of marriage of currently married persons - Duration not known - Males,Duration of marriage of currently married persons - Duration not known - Females
C1104,27,00,0000,State - MAHARASHTRA  27,Urban,16-17,213350,1750044,201779,1476397,22795,175169,31828,227292,68026,497115,37382,310215,18805,150391,22799,115523,144,692
C1104,27,00,0000,State - MAHARASHTRA  27,Urban,18-19,689193,2668988,660041,2369185,93610,408675,106843,411263,208874,744085,125114,463860,61389,207024,63825,133245,386,1033
C1104,27,00,0000,State - MAHARASHTRA  27,Urban,20-21,1786776,2076509,1719667,1819197,221230,282644,276723,321827,525925,538454,357895,379864,168631,179589,168157,116077,1106,742
C1104,27,00,0000,State - MAHARASHTRA  27,Urban,22-23,1782590,1009444,1747149,938082,282808,217769,307831,184967,554850,264228,341206,166000,151671,71495,107840,33250,943,373
C1104,27,00,0000,State - MAHARASHTRA  27,Urban,24-25,2095130,647318,2050247,590176,298196,138754,334187,112423,616221,163024,441365,103479,210451,50146,148758,22180,1069,170
C1104,27,00,0000,State - MAHARASHTRA  27,Urban,26-27,1211460,248084,1195984,231834,256085,65713,217474,44516,343863,62557,226347,36481,101954,17158,49746,5333,515,76
C1104,27,00,0000,State - MAHARASHTRA  27,Urban,28-29,929916,128786,916654,117379,192746,30607,159775,22451,262448,32314,173987,18685,88941,10277,38390,2998,367,47
C1104,27,00,0000,State - MAHARASHTRA  27,Urban,30-31,599976,70353,586440,58676,89178,11010,104708,12039,167037,16430,118923,10463,73727,6683,32543,2027,324,24
C1104,27,00,0000,State - MAHARASHTRA  27,Urban,32-33,218140,24710,214041,21700,42364,5670,38065,4133,62640,6041,40341,3488,22921,1950,7601,408,109,10
C1104,27,00,0000,State - MAHARASHTRA  27,Urban,34+,244554,37663,237351,27973,39728,6906,38585,5172,68527,8085,52823,5297,28381,2010,9073,459,234,44
C1104,27,00,0000,State - MAHARASHTRA  27,Urban,Age not stated,293810,348172,267382,232637,0,0,0,0,0,0,0,0,0,0,0,0,267382,232637
C1104,28,00,0000,State - ANDHRA PRADESH  28,Total,All ages,19066902,22540438,18431061,19007949,2360502,2561224,2722760,2854057,4961152,5226414,3822822,3836303,2110196,2114062,1854412,1771454,599217,644435
C1104,28,00,0000,State - ANDHRA PRADESH  28,Total,Less than 10,258979,658690,246578,512689,81,928,309,2943,28053,108587,82777,121908,54465,102938,80335,174874,558,511
C1104,28,00,0000,State - ANDHRA PRADESH  28,Total,10-11,72892,696636,65374,540524,280,4564,1143,21807,9157,101786,15362,117648,12721,109978,26563,184434,148,307
C1104,28,00,0000,State - ANDHRA PRADESH  28,Total,12-13,88446,1506914,78370,1202740,1023,37162,3296,132018,14679,354026,17781,286932,14629,192964,26886,199241,76,397
C1104,28,00,0000,State - ANDHRA PRADESH  28,Total,14-15,380097,4527960,341798,3779396,8206,262879,19929,464361,70005,1101874,74162,901872,62854,550107,106404,497134,238,1169
C1104,28,00,0000,State - ANDHRA PRADESH  28,Total,16-17,661277,4531289,622123,4003361,66823,769607,86675,693208,181900,1180228,120312,760671,74700,363340,91357,235014,356,1293
C1104,28,00,0000,State - ANDHRA PRADESH  28,Total,18-19,2376035,5022058,2275896,4439579,303354,824464,339228,803019,643243,1286747,457527,868839,260156,407715,271360,247288,1028,1507
C1104,28,00,0000,State - ANDHRA PRADESH  28,Total,20-21,5509228,3042329,5309908,2508610,567380,333035,768033,458326,1453341,707750,1206466,544057,658693,277747,653365,186681,2630,1014
C1104,28,00,0000,State - ANDHRA PRADESH  28,Total,22-23,3173975,782383,3118219,709894,535636,175374,553336,150624,924930,195945,629797,115815,290874,49700,182247,22043,1399,393
C1104,28,00,0000,State - ANDHRA PRADESH  28,Total,24-25,3227061,472413,3157473,403526,390597,85556,473618,75818,908751,111624,718004,72588,392606,39253,272374,18429,1523,258
C1104,28,00,0000,State - ANDHRA PRADESH  28,Total,26-27,1088746,127790,1076969,117075,233066,35890,202407,23430,307917,31418,190218,16609,96538,7462,46299,2178,524,88
C1104,28,00,0000,State - ANDHRA PRADESH  28,Total,28-29,704842,75665,697012,67629,141423,17574,131082,13636,193790,18501,123765,10692,71714,5467,34896,1689,342,70
C1104,28,00,0000,State - ANDHRA PRADESH  28,Total,30-31,526444,54186,514749,42421,55096,5576,88449,8355,133590,12204,108274,9134,81200,5223,47761,1880,379,49
C1104,28,00,0000,State - ANDHRA PRADESH  28,Total,32-33,128729,13030,127114,11221,27245,3055,25001,2112,34635,3299,23058,1906,12471,682,4641,156,63,11
C1104,28,00,0000,State - ANDHRA PRADESH  28,Total,34+,216433,53225,209903,32051,30292,5560,30254,4400,57161,12425,55319,7632,26575,1486,9924,413,378,135
C1104,28,00,0000,State - ANDHRA PRADESH  28,Total,Age not stated,653718,975870,589575,637233,0,0,0,0,0,0,0,0,0,0,0,0,589575,637233
C1104,28,00,0000,State - ANDHRA PRADESH  28,Rural,All ages,14059232,16709837,13540968,13975232,1720448,1870003,1976385,2073260,3612241,3807667,2790833,2821249,1617597,1631072,1504392,1432045,319072,339936
C1104,28,00,0000,State - ANDHRA PRADESH  28,Rural,Less than 10,196072,544821,185768,420772,72,874,257,2657,22395,85303,57341,95221,40846,85779,64540,150647,317,291
C1104,28,00,0000,State - ANDHRA PRADESH  28,Rural,10-11,62273,590558,55494,457907,242,4225,943,18799,7336,83534,11743,97555,11143,94140,23982,159466,105,188
C1104,28,00,0000,State - ANDHRA PRADESH  28,Rural,12-13,74796,1222353,66071,979181,933,33553,2869,112099,12049,283705,14205,227785,12613,157597,23353,164161,49,281
C1104,28,00,0000,State - ANDHRA PRADESH  28,Rural,14-15,326064,3599590,293142,3010820,7432,225571,17463,377296,59115,865577,61886,698354,54365,438098,92711,405108,170,816
C1104,28,00,0000,State - ANDHRA PRADESH  28,Rural,16-17,556516,3506719,522760,3088468,59495,619598,73899,534482,149333,888926,98697,573740,63445,283603,77620,187305,271,814
C1104,28,00,0000,State - ANDHRA PRADESH  28,Rural,18-19,1978768,3698132,1892524,3238687,262119,607189,283436,579465,525986,921754,373496,629119,217684,307432,229058,192856,745,872
C1104,28,00,0000,State - ANDHRA PRADESH  28,Rural,20-21,4400044,2116229,4232257,1697440,463181,212996,610995,301394,1142299,471691,944157,370117,530646,199113,539166,141622,1813,507
C1104,28,00,0000,State - ANDHRA PRADESH  28,Rural,22-23,2356916,457449,2311540,403950,407060,95727,407324,84174,675963,110858,457282,66825,220776,31139,142299,15102,836,125
C1104,28,00,0000,State - ANDHRA PRADESH  28,Rural,24-25,2223066,261122,2168219,211930,259879,39924,317772,38698,613295,58258,483750,39289,283532,23501,209131,12197,860,63
C1104,28,00,0000,State - ANDHRA PRADESH  28,Rural,26-27,643581,60492,635240,53503,132030,15683,117323,10525,178341,14492,111581,7730,62527,3806,33225,1245,213,22
C1104,28,00,0000,State - ANDHRA PRADESH  28,Rural,28-29,386796,36511,381566,31642,72140,7789,69026,6219,103100,8727,68349,5138,44209,2805,24604,937,138,27
C1104,28,00,0000,State - ANDHRA PRADESH  28,Rural,30-31,303479,29302,295153,21764,26164,2415,46602,4095,72677,6284,62707,4914,52034,2930,34766,1116,203,10
C1104,28,00,0000,State - ANDHRA PRADESH  28,Rural,32-33,66220,6238,65262,5183,13407,1422,12183,942,17214,1483,12184,934,7172,315,3075,84,27,3
C1104,28,00,0000,State - ANDHRA PRADESH  28,Rural,34+,127377,32917,122837,18119,16294,3037,16293,2415,33138,7075,33455,4528,16605,814,6862,199,190,51
C1104,28,00,0000,State - ANDHRA PRADESH  28,Rural,Age not stated,357264,547404,313135,335866,0,0,0,0,0,0,0,0,0,0,0,0,313135,335866
C1104,28,00,0000,State - ANDHRA PRADESH  28,Urban,All ages,5007670,5830601,4890093,5032717,640054,691221,746375,780797,1348911,1418747,1031989,1015054,492599,482990,350020,339409,280145,304499
C1104,28,00,0000,State - ANDHRA PRADESH  28,Urban,Less than 10,62907,113869,60810,91917,9,54,52,286,5658,23284,25436,26687,13619,17159,15795,24227,241,220
C1104,28,00,0000,State - ANDHRA PRADESH  28,Urban,10-11,10619,106078,9880,82617,38,339,200,3008,1821,18252,3619,20093,1578,15838,2581,24968,43,119
C1104,28,00,0000,State - ANDHRA PRADESH  28,Urban,12-13,13650,284561,12299,223559,90,3609,427,19919,2630,70321,3576,59147,2016,35367,3533,35080,27,116
C1104,28,00,0000,State - ANDHRA PRADESH  28,Urban,14-15,54033,928370,48656,768576,774,37308,2466,87065,10890,236297,12276,203518,8489,112009,13693,92026,68,353
C1104,28,00,0000,State - ANDHRA PRADESH  28,Urban,16-17,104761,1024570,99363,914893,7328,150009,12776,158726,32567,291302,21615,186931,11255,79737,13737,47709,85,479
C1104,28,00,0000,State - ANDHRA PRADESH  28,Urban,18-19,397267,1323926,383372,1200892,41235,217275,55792,223554,117257,364993,84031,239720,42472,100283,42302,54432,283,635
C1104,28,00,0000,State - ANDHRA PRADESH  28,Urban,20-21,1109184,926100,1077651,811170,104199,120039,157038,156932,311042,236059,262309,173940,128047,78634,114199,45059,817,507
C1104,28,00,0000,State - ANDHRA PRADESH  28,Urban,22-23,817059,324934,806679,305944,128576,79647,146012,66450,248967,85087,172515,48990,70098,18561,39948,6941,563,268
C1104,28,00,0000,State - ANDHRA PRADESH  28,Urban,24-25,1003995,211291,989254,191596,130718,45632,155846,37120,295456,53366,234254,33299,109074,15752,63243,6232,663,195
C1104,28,00,0000,State - ANDHRA PRADESH  28,Urban,26-27,445165,67298,441729,63572,101036,20207,85084,12905,129576,16926,78637,8879,34011,3656,13074,933,311,66
C1104,28,00,0000,State - ANDHRA PRADESH  28,Urban,28-29,318046,39154,315446,35987,69283,9785,62056,7417,90690,9774,55416,5554,27505,2662,10292,752,204,43
C1104,28,00,0000,State - ANDHRA PRADESH  28,Urban,30-31,222965,24884,219596,20657,28932,3161,41847,4260,60913,5920,45567,4220,29166,2293,12995,764,176,39
C1104,28,00,0000,State - ANDHRA PRADESH  28,Urban,32-33,62509,6792,61852,6038,13838,1633,12818,1170,17421,1816,10874,972,5299,367,1566,72,36,8
C1104,28,00,0000,State - ANDHRA PRADESH  28,Urban,34+,89056,20308,87066,13932,13998,2523,13961,1985,24023,5350,21864,3104,9970,672,3062,214,188,84
C1104,28,00,0000,State - ANDHRA PRADESH  28,Urban,Age not stated,296454,428466,276440,301367,0,0,0,0,0,0,0,0,0,0,0,0,276440,301367
C1104,29,00,0000,State - KARNATAKA  29,Total,All ages,12120580,14707521,11727429,12239632,1593010,1733202,1747597,1856910,3278666,3479230,2457140,2506210,1307056,1324279,997338,996651,346622,343150
C1104,29,00,0000,State - KARNATAKA  29,Total,Less than 10,83410,294438,79596,242111,402,4093,849,6507,11284,64754,32253,67468,16354,45668,18285,53400,169,221
C1104,29,00,0000,State - KARNATAKA  29,Total,10-11,19291,218637,18196,173773,955,6212,1535,11035,4549,38715,4727,40443,2740,30894,3659,46357,31,117
C1104,29,00,0000,State - KARNATAKA  29,Total,12-13,24199,575705,22322,438570,1863,18858,2666,48173,5813,131342,5113,105782,2957,66605,3890,67629,20,181
C1104,29,00,0000,State - KARNATAKA  29,Total,14-15,78425,1968129,70819,1590698,5199,88958,7063,166859,17999,455644,16157,402331,10300,246881,14050,229437,51,588
C1104,29,00,0000,State - KARNATAKA  29,Total,16-17,129608,2281853,121471,1950820,19327,332795,18711,315266,36108,598540,21929,381488,11764,189966,13566,132174,66,591
C1104,29,00,0000,State - KARNATAKA  29,Total,18-19,618467,3849071,584040,3308852,82316,568089,84916,552285,168490,992335,116956,665249,64756,322777,66342,207080,264,1037
C1104,29,00,0000,State - KARNATAKA  29,Total,20-21,2208841,2892044,2106177,2359092,208372,287040,288186,395902,584460,673700,491608,528432,260241,276736,272289,196469,1021,813
C1104,29,00,0000,State - KARNATAKA  29,Total,22-23,1886839,929603,1842174,834917,286688,197063,306310,169768,561076,236958,384974,143484,178081,60338,124392,27087,653,219
C1104,29,00,0000,State - KARNATAKA  29,Total,24-25,2815351,670512,2732232,570208,297563,118880,364302,103661,786771,163849,657123,103482,352113,53407,273135,26754,1225,175
C1104,29,00,0000,State - KARNATAKA  29,Total,26-27,1197277,218707,1180019,200817,248720,58867,206672,39406,348163,57169,218503,29608,103976,11972,53597,3741,388,54
C1104,29,00,0000,State - KARNATAKA  29,Total,28-29,1083749,133247,1067355,117880,203693,29691,187401,24214,312367,33913,198769,18198,109924,8957,54841,2870,360,37
C1104,29,00,0000,State - KARNATAKA  29,Total,30-31,925678,82104,903141,64305,107738,10171,156649,14320,254322,18199,183160,11654,127029,7096,73703,2840,540,25
C1104,29,00,0000,State - KARNATAKA  29,Total,32-33,293516,22790,289366,19818,63740,5541,59703,4406,84454,5466,47919,2817,24570,1261,8877,315,103,12
C1104,29,00,0000,State - KARNATAKA  29,Total,34+,378244,43954,369140,28739,66434,6944,62634,5108,102810,8646,77949,5774,42251,1721,16712,498,350,48
C1104,29,00,0000,State - KARNATAKA  29,Total,Age not stated,377685,526727,341381,339032,0,0,0,0,0,0,0,0,0,0,0,0,341381,339032
C1104,29,00,0000,State - KARNATAKA  29,Rural,All ages,7998886,9840183,7715001,8108401,985972,1094229,1102773,1189239,2138748,2293921,1648243,1689317,912256,925919,741235,730568,185774,185208
C1104,29,00,0000,State - KARNATAKA  29,Rural,Less than 10,53993,218896,51582,179881,367,3791,731,5923,8307,48713,19736,47920,10174,33517,12161,39872,106,145
C1104,29,00,0000,State - KARNATAKA  29,Rural,10-11,15281,172882,14436,139087,892,5602,1366,9198,3583,30339,3494,31897,2125,24826,2952,37148,24,77
C1104,29,00,0000,State - KARNATAKA  29,Rural,12-13,19247,425034,17894,328928,1718,16371,2335,38253,4666,98264,3856,77591,2272,49465,3029,48842,18,142
C1104,29,00,0000,State - KARNATAKA  29,Rural,14-15,62285,1440014,56729,1176313,4626,70692,5886,123020,14278,332491,12575,294684,8092,183433,11234,171526,38,467
C1104,29,00,0000,State - KARNATAKA  29,Rural,16-17,99312,1584515,93286,1353655,16223,239776,14549,216260,26857,410603,16278,260832,8996,132742,10326,92997,57,445
C1104,29,00,0000,State - KARNATAKA  29,Rural,18-19,475201,2659451,448539,2269725,64896,382569,63741,368982,128490,678936,89286,459852,50428,227366,51493,151234,205,786
C1104,29,00,0000,State - KARNATAKA  29,Rural,20-21,1670721,1943502,1590656,1547356,152639,168837,209393,246591,435778,434830,373527,355496,202537,193335,215973,147673,809,594
C1104,29,00,0000,State - KARNATAKA  29,Rural,22-23,1329688,507725,1296549,444469,197198,102910,209497,90434,394347,124172,273511,75871,129780,33840,91722,17097,494,145
C1104,29,00,0000,State - KARNATAKA  29,Rural,24-25,1942641,360900,1880726,292615,186168,54535,238429,51803,534805,82011,458103,54261,256165,31796,206132,18094,924,115
C1104,29,00,0000,State - KARNATAKA  29,Rural,26-27,686036,98194,674936,87836,139771,26049,116736,17268,199593,24283,122997,12595,61872,5567,33711,2047,256,27
C1104,29,00,0000,State - KARNATAKA  29,Rural,28-29,582754,62279,572708,53330,104062,13239,98592,10761,164337,14836,106448,8264,63938,4500,35077,1706,254,24
C1104,29,00,0000,State - KARNATAKA  29,Rural,30-31,515951,41963,501199,30965,51728,4258,81529,6720,133783,8259,102943,5842,79296,4036,51506,1834,414,16
C1104,29,00,0000,State - KARNATAKA  29,Rural,32-33,140029,9780,137841,8251,31962,2478,28657,1806,37928,2062,22321,1154,11965,564,4949,178,59,9
C1104,29,00,0000,State - KARNATAKA  29,Rural,34+,201551,23497,196077,13804,33722,3122,31332,2220,51996,4122,43168,3058,24616,932,10970,320,273,30
C1104,29,00,0000,State - KARNATAKA  29,Rural,Age not stated,204196,291551,181843,182186,0,0,0,0,0,0,0,0,0,0,0,0,181843,182186
C1104,29,00,0000,State - KARNATAKA  29,Urban,All ages,4121694,4867338,4012428,4131231,607038,638973,644824,667671,1139918,1185309,808897,816893,394800,398360,256103,266083,160848,157942
C1104,29,00,0000,State - KARNATAKA  29,Urban,Less than 10,29417,75542,28014,62230,35,302,118,584,2977,16041,12517,19548,6180,12151,6124,13528,63,76
C1104,29,00,0000,State - KARNATAKA  29,Urban,10-11,4010,45755,3760,34686,63,610,169,1837,966,8376,1233,8546,615,6068,707,9209,7,40
C1104,29,00,0000,State - KARNATAKA  29,Urban,12-13,4952,150671,4428,109642,145,2487,331,9920,1147,33078,1257,28191,685,17140,861,18787,2,39
C1104,29,00,0000,State - KARNATAKA  29,Urban,14-15,16140,528115,14090,414385,573,18266,1177,43839,3721,123153,3582,107647,2208,63448,2816,57911,13,121
C1104,29,00,0000,State - KARNATAKA  29,Urban,16-17,30296,697338,28185,597165,3104,93019,4162,99006,9251,187937,5651,120656,2768,57224,3240,39177,9,146
C1104,29,00,0000,State - KARNATAKA  29,Urban,18-19,143266,1189620,135501,1039127,17420,185520,21175,183303,40000,313399,27670,205397,14328,95411,14849,55846,59,251
C1104,29,00,0000,State - KARNATAKA  29,Urban,20-21,538120,948542,515521,811736,55733,118203,78793,149311,148682,238870,118081,172936,57704,83401,56316,48796,212,219
C1104,29,00,0000,State - KARNATAKA  29,Urban,22-23,557151,421878,545625,390448,89490,94153,96813,79334,166729,112786,111463,67613,48301,26498,32670,9990,159,74
C1104,29,00,0000,State - KARNATAKA  29,Urban,24-25,872710,309612,851506,277593,111395,64345,125873,51858,251966,81838,199020,49221,95948,21611,67003,8660,301,60
C1104,29,00,0000,State - KARNATAKA  29,Urban,26-27,511241,120513,505083,112981,108949,32818,89936,22138,148570,32886,95506,17013,42104,6405,19886,1694,132,27
C1104,29,00,0000,State - KARNATAKA  29,Urban,28-29,500995,70968,494647,64550,99631,16452,88809,13453,148030,19077,92321,9934,45986,4457,19764,1164,106,13
C1104,29,00,0000,State - KARNATAKA  29,Urban,30-31,409727,40141,401942,33340,56010,5913,75120,7600,120539,9940,80217,5812,47733,3060,22197,1006,126,9
C1104,29,00,0000,State - KARNATAKA  29,Urban,32-33,153487,13010,151525,11567,31778,3063,31046,2600,46526,3404,25598,1663,12605,697,3928,137,44,3
C1104,29,00,0000,State - KARNATAKA  29,Urban,34+,176693,20457,173063,14935,32712,3822,31302,2888,50814,4524,34781,2716,17635,789,5742,178,77,18
C1104,29,00,0000,State - KARNATAKA  29,Urban,Age not stated,173489,235176,159538,156846,0,0,0,0,0,0,0,0,0,0,0,0,159538,156846
C1104,30,00,0000,State - GOA  30,Total,All ages,305031,367588,295537,296701,47149,47043,48138,47586,79711,80916,58218,58967,33687,32490,17834,18034,10800,11665
C1104,30,00,0000,State - GOA  30,Total,Less than 10,2185,3476,2092,2856,1,7,3,14,145,467,927,1251,596,527,416,588,4,2
C1104,30,00,0000,State - GOA  30,Total,10-11,271,1553,264,1041,0,19,13,61,65,288,90,268,60,153,36,251,0,1
C1104,30,00,0000,State - GOA  30,Total,12-13,371,5594,332,3231,7,78,26,252,100,861,103,690,57,545,38,804,1,1
C1104,30,00,0000,State - GOA  30,Total,14-15,1161,17465,1051,11295,41,450,106,1030,296,2908,269,2551,143,2030,196,2323,0,3
C1104,30,00,0000,State - GOA  30,Total,16-17,2079,27582,1939,19985,239,2075,293,2358,594,5518,339,4528,197,3250,277,2250,0,6
C1104,30,00,0000,State - GOA  30,Total,18-19,8332,66352,7777,51500,1159,5903,1169,7142,2226,15065,1374,12022,930,7334,916,4032,3,2
C1104,30,00,0000,State - GOA  30,Total,20-21,25727,74485,24214,58973,2805,6829,3667,9499,6440,17452,5087,13516,3282,7735,2927,3937,6,5
C1104,30,00,0000,State - GOA  30,Total,22-23,30797,51212,29825,44864,4416,8563,4823,8788,8370,13177,6212,8802,3749,4031,2251,1499,4,4
C1104,30,00,0000,State - GOA  30,Total,24-25,50024,47813,48310,41634,5922,9115,7173,8216,13162,11857,11116,7523,6983,3520,3950,1400,4,3
C1104,30,00,0000,State - GOA  30,Total,26-27,37960,24697,37281,22599,7306,6870,6609,4613,10197,5899,7588,3451,3963,1384,1612,381,6,1
C1104,30,00,0000,State - GOA  30,Total,28-29,41287,15516,40604,13895,8286,3982,7085,2826,11329,3756,8014,2155,4217,903,1666,273,7,0
C1104,30,00,0000,State - GOA  30,Total,30-31,41368,9096,40334,7493,6460,1661,7512,1689,11510,2043,8070,1231,4753,673,2020,194,9,2
C1104,30,00,0000,State - GOA  30,Total,32-33,21948,3134,21601,2698,4597,780,4286,537,6396,746,3779,409,1906,179,636,47,1,0
C1104,30,00,0000,State - GOA  30,Total,34+,29880,4069,29162,3004,5910,711,5373,561,8881,879,5250,570,2851,226,893,55,4,2
C1104,30,00,0000,State - GOA  30,Total,Age not stated,11641,15544,10751,11633,0,0,0,0,0,0,0,0,0,0,0,0,10751,11633
C1104,30,00,0000,State - GOA  30,Rural,All ages,147601,186133,141966,145933,22207,23040,22464,22710,36437,37791,28079,29091,17666,17351,10130,10193,4983,5757
C1104,30,00,0000,State - GOA  30,Rural,Less than 10,1012,1772,965,1393,1,1,2,4,60,195,419,593,283,273,199,327,1,0
C1104,30,00,0000,State - GOA  30,Rural,10-11,101,716,95,418,0,2,3,21,28,81,28,95,23,68,13,151,0,0
C1104,30,00,0000,State - GOA  30,Rural,12-13,146,2815,125,1404,2,27,4,72,36,251,40,239,23,289,19,526,1,0
C1104,30,00,0000,State - GOA  30,Rural,14-15,440,8553,379,4880,11,125,24,307,84,958,91,1029,64,1043,105,1417,0,1
C1104,30,00,0000,State - GOA  30,Rural,16-17,860,13950,783,9414,77,693,98,905,211,2275,129,2304,89,1845,179,1389,0,3
C1104,30,00,0000,State - GOA  30,Rural,18-19,3793,35719,3428,26876,419,2573,436,3316,871,7564,626,6683,484,4342,589,2397,3,1
C1104,30,00,0000,State - GOA  30,Rural,20-21,12538,40093,11576,31011,1126,3479,1563,4758,2797,9008,2526,7290,1772,4310,1788,2164,4,2
C1104,30,00,0000,State - GOA  30,Rural,22-23,15937,26000,15298,22401,1916,4445,2246,4460,4113,6418,3431,4277,2162,2062,1429,739,1,0
C1104,30,00,0000,State - GOA  30,Rural,24-25,25926,23341,24862,20103,2737,4655,3347,4092,6457,5515,5992,3415,4011,1713,2317,711,1,2
C1104,30,00,0000,State - GOA  30,Rural,26-27,18406,11365,18012,10343,3475,3517,3112,2198,4760,2484,3716,1407,2062,586,885,150,2,1
C1104,30,00,0000,State - GOA  30,Rural,28-29,19553,7079,19162,6289,4004,2021,3363,1343,5191,1554,3650,869,2100,392,849,110,5,0
C1104,30,00,0000,State - GOA  30,Rural,30-31,19715,4078,19145,3301,3244,820,3600,774,5242,844,3594,495,2389,288,1074,79,2,1
C1104,30,00,0000,State - GOA  30,Rural,32-33,10105,1346,9927,1147,2339,367,2089,254,2742,289,1607,153,863,69,287,15,0,0
C1104,30,00,0000,State - GOA  30,Rural,34+,13589,1713,13247,1208,2856,315,2577,206,3845,355,2230,242,1341,71,397,18,1,1
C1104,30,00,0000,State - GOA  30,Rural,Age not stated,5480,7593,4962,5745,0,0,0,0,0,0,0,0,0,0,0,0,4962,5745
C1104,30,00,0000,State - GOA  30,Urban,All ages,157430,181455,153571,150768,24942,24003,25674,24876,43274,43125,30139,29876,16021,15139,7704,7841,5817,5908
C1104,30,00,0000,State - GOA  30,Urban,Less than 10,1173,1704,1127,1463,0,6,1,10,85,272,508,658,313,254,217,261,3,2
C1104,30,00,0000,State - GOA  30,Urban,10-11,170,837,169,623,0,17,10,40,37,207,62,173,37,85,23,100,0,1
C1104,30,00,0000,State - GOA  30,Urban,12-13,225,2779,207,1827,5,51,22,180,64,610,63,451,34,256,19,278,0,1
C1104,30,00,0000,State - GOA  30,Urban,14-15,721,8912,672,6415,30,325,82,723,212,1950,178,1522,79,987,91,906,0,2
C1104,30,00,0000,State - GOA  30,Urban,16-17,1219,13632,1156,10571,162,1382,195,1453,383,3243,210,2224,108,1405,98,861,0,3
C1104,30,00,0000,State - GOA  30,Urban,18-19,4539,30633,4349,24624,740,3330,733,3826,1355,7501,748,5339,446,2992,327,1635,0,1
C1104,30,00,0000,State - GOA  30,Urban,20-21,13189,34392,12638,27962,1679,3350,2104,4741,3643,8444,2561,6226,1510,3425,1139,1773,2,3
C1104,30,00,0000,State - GOA  30,Urban,22-23,14860,25212,14527,22463,2500,4118,2577,4328,4257,6759,2781,4525,1587,1969,822,760,3,4
C1104,30,00,0000,State - GOA  30,Urban,24-25,24098,24472,23448,21531,3185,4460,3826,4124,6705,6342,5124,4108,2972,1807,1633,689,3,1
C1104,30,00,0000,State - GOA  30,Urban,26-27,19554,13332,19269,12256,3831,3353,3497,2415,5437,3415,3872,2044,1901,798,727,231,4,0
C1104,30,00,0000,State - GOA  30,Urban,28-29,21734,8437,21442,7606,4282,1961,3722,1483,6138,2202,4364,1286,2117,511,817,163,2,0
C1104,30,00,0000,State - GOA  30,Urban,30-31,21653,5018,21189,4192,3216,841,3912,915,6268,1199,4476,736,2364,385,946,115,7,1
C1104,30,00,0000,State - GOA  30,Urban,32-33,11843,1788,11674,1551,2258,413,2197,283,3654,457,2172,256,1043,110,349,32,1,0
C1104,30,00,0000,State - GOA  30,Urban,34+,16291,2356,15915,1796,3054,396,2796,355,5036,524,3020,328,1510,155,496,37,3,1
C1104,30,00,0000,State - GOA  30,Urban,Age not stated,6161,7951,5789,5888,0,0,0,0,0,0,0,0,0,0,0,0,5789,5888
C1104,31,00,0000,State - LAKSHADWEEP  31,Total,All ages,13116,15445,12627,12758,1650,1786,1876,1983,3414,3685,2705,2586,1739,1671,1016,784,227,263
C1104,31,00,0000,State - LAKSHADWEEP  31,Total,Less than 10,58,172,55,129,0,0,0,0,2,35,18,43,8,25,27,26,0,0
C1104,31,00,0000,State - LAKSHADWEEP  31,Total,10-11,2,56,2,38,0,0,0,0,0,5,2,9,0,13,0,11,0,0
C1104,31,00,0000,State - LAKSHADWEEP  31,Total,12-13,6,271,6,192,0,0,0,11,0,39,1,42,4,75,1,25,0,0
C1104,31,00,0000,State - LAKSHADWEEP  31,Total,14-15,38,1355,33,1064,0,31,0,91,4,287,4,285,8,225,17,145,0,0
C1104,31,00,0000,State - LAKSHADWEEP  31,Total,16-17,156,3184,139,2605,1,192,8,383,23,832,21,554,37,436,49,208,0,0
C1104,31,00,0000,State - LAKSHADWEEP  31,Total,18-19,751,5531,707,4658,32,711,53,810,149,1370,151,971,167,565,155,231,0,0
C1104,31,00,0000,State - LAKSHADWEEP  31,Total,20-21,1972,2627,1870,2117,135,349,207,355,468,624,445,439,370,252,244,98,1,0
C1104,31,00,0000,State - LAKSHADWEEP  31,Total,22-23,2243,941,2162,838,250,240,301,160,624,262,512,112,318,41,156,22,1,1
C1104,31,00,0000,State - LAKSHADWEEP  31,Total,24-25,3052,601,2943,511,388,149,472,104,868,136,632,85,397,25,186,12,0,0
C1104,31,00,0000,State - LAKSHADWEEP  31,Total,26-27,1968,181,1923,167,374,59,370,29,542,44,370,20,201,9,66,6,0,0
C1104,31,00,0000,State - LAKSHADWEEP  31,Total,28-29,1350,110,1322,103,244,32,246,23,390,28,270,16,109,4,63,0,0,0
C1104,31,00,0000,State - LAKSHADWEEP  31,Total,30-31,740,55,709,37,122,5,131,8,188,18,156,5,78,1,34,0,0,0
