Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age at marriage,Number of ever married persons - Males,Number of ever married persons - Females,Duration of marriage of currently married persons - All durations - Males,Duration of marriage of currently married persons - All durations - Females,Duration of marriage of currently married persons - 0-4 - Males,Duration of marriage of currently married persons - 0-4 - Females,Duration of marriage of currently married persons - 5-9 - Males,Duration of marriage of currently married persons - 5-9 - Females,Duration of marriage of currently married persons - 10-19 - Males,Duration of marriage of currently married persons - 10-19 - Females,Duration of marriage of currently married persons - 20-29 - Males,Duration of marriage of currently married persons - 20-29 - Females,Duration of marriage of currently married persons - 30-39 - Males,Duration of marriage of currently married persons - 30-39 - Females,Duration of marriage of currently married persons - 40+ - Males,Duration of marriage of currently married persons - 40+ - Females,Duration of marriage of currently married persons - Duration not known - Males,Duration of marriage of currently married persons - Duration not known - Females
C1104,08,00,0000,State - RAJASTHAN  08,Rural,14-15,925065,2035291,864463,1777270,90057,218863,91337,229188,221546,484890,184957,355871,125014,228454,148142,251828,3410,8176
C1104,08,00,0000,State - RAJASTHAN  08,Rural,16-17,1074511,2380705,1023655,2169995,175161,415992,153838,354456,286409,613868,182080,389030,108748,208590,113334,177620,4085,10439
C1104,08,00,0000,State - RAJASTHAN  08,Rural,18-19,1978263,2491982,1898098,2262424,326436,403679,287885,362368,534540,635600,347450,430967,200925,225858,193288,192379,7574,11573
C1104,08,00,0000,State - RAJASTHAN  08,Rural,20-21,2930757,1216678,2797023,967649,341149,138480,397602,151921,764784,255361,589150,197638,339927,112131,353465,106970,10946,5148
C1104,08,00,0000,State - RAJASTHAN  08,Rural,22-23,1071342,285796,1038926,254656,164614,47932,159419,46515,288384,66668,207753,46606,117821,25788,96603,19727,4332,1420
C1104,08,00,0000,State - RAJASTHAN  08,Rural,24-25,683202,108229,655547,90508,78848,16324,90522,15472,166537,22485,141049,16376,91779,11307,84484,8113,2328,431
C1104,08,00,0000,State - RAJASTHAN  08,Rural,26-27,152796,27237,148959,25265,31784,6420,25592,4302,36922,6287,25693,4025,16803,2735,11594,1375,571,121
C1104,08,00,0000,State - RAJASTHAN  08,Rural,28-29,85393,16884,83005,15557,17127,3083,13100,2273,19641,3882,14672,2992,10782,2198,7404,1041,279,88
C1104,08,00,0000,State - RAJASTHAN  08,Rural,30-31,84279,11730,79393,9157,6289,1120,10096,1333,17534,2381,17714,2023,16093,1511,11362,725,305,64
C1104,08,00,0000,State - RAJASTHAN  08,Rural,32-33,18550,3167,17881,2816,3313,593,2520,433,4366,709,3822,587,2478,339,1294,134,88,21
C1104,08,00,0000,State - RAJASTHAN  08,Rural,34+,43646,13068,39906,7624,4901,1436,4573,888,10378,2354,10782,1959,6066,521,2803,187,403,279
C1104,08,00,0000,State - RAJASTHAN  08,Rural,Age not stated,156507,165626,135758,132202,0,0,0,0,0,0,0,0,0,0,0,0,135758,132202
C1104,08,00,0000,State - RAJASTHAN  08,Urban,All ages,3173137,3354953,3071454,2994459,432040,422362,438183,419766,861602,837603,643830,623651,329198,323800,280169,282905,86432,84372
C1104,08,00,0000,State - RAJASTHAN  08,Urban,Less than 10,57485,148140,55354,134962,1012,2133,2205,4731,11982,30380,17663,37100,10299,27736,11749,32180,444,702
C1104,08,00,0000,State - RAJASTHAN  08,Urban,10-11,35163,123299,33393,108609,1634,3771,2683,6680,8703,26165,8265,26420,5489,19505,6288,25494,331,574
C1104,08,00,0000,State - RAJASTHAN  08,Urban,12-13,43530,217527,41177,189103,2883,9085,4279,18324,11689,53528,9563,44298,5828,29197,6731,34006,204,665
C1104,08,00,0000,State - RAJASTHAN  08,Urban,14-15,142246,547665,132348,468827,8340,30580,11610,48663,34901,130812,30965,113948,20509,70446,25479,72730,544,1648
C1104,08,00,0000,State - RAJASTHAN  08,Urban,16-17,192239,641758,183214,583008,23353,87848,25522,88520,54438,176963,35123,123380,20781,60304,23330,43921,667,2072
C1104,08,00,0000,State - RAJASTHAN  08,Urban,18-19,459526,708279,442504,650197,61712,116167,61287,104426,125960,195817,90415,135274,51780,57877,49837,38402,1513,2234
C1104,08,00,0000,State - RAJASTHAN  08,Urban,20-21,833551,503647,805524,443562,96015,77579,109591,77865,228438,129966,188023,91629,96148,38206,84538,26732,2771,1585
C1104,08,00,0000,State - RAJASTHAN  08,Urban,22-23,502551,202964,493740,192814,81895,52036,79225,40475,150864,53751,105647,29560,45227,10882,29017,5332,1865,778
C1104,08,00,0000,State - RAJASTHAN  08,Urban,24-25,446588,99665,437867,92083,69875,26336,70338,18320,129887,24549,94865,13581,42361,6032,29003,2917,1538,348
C1104,08,00,0000,State - RAJASTHAN  08,Urban,26-27,175645,32000,173641,30570,44009,10168,34566,6383,49721,7936,27893,3895,11535,1589,5310,492,607,107
C1104,08,00,0000,State - RAJASTHAN  08,Urban,28-29,101647,14681,100290,13653,24738,3870,19511,2798,28035,3724,16156,1963,7954,923,3558,325,338,50
C1104,08,00,0000,State - RAJASTHAN  08,Urban,30-31,60048,8153,58421,6821,8997,1208,10981,1432,16106,1895,11148,1275,7177,725,3796,260,216,26
C1104,08,00,0000,State - RAJASTHAN  08,Urban,32-33,16796,2571,16405,2305,3870,626,3092,491,4570,622,2815,373,1468,143,533,44,57,6
C1104,08,00,0000,State - RAJASTHAN  08,Urban,34+,23596,7008,22431,4461,3707,955,3293,658,6308,1495,5289,955,2642,235,1000,70,192,93
C1104,08,00,0000,State - RAJASTHAN  08,Urban,Age not stated,82526,97596,75145,73484,0,0,0,0,0,0,0,0,0,0,0,0,75145,73484
C1104,09,00,0000,State - UTTAR PRADESH  09,Total,All ages,37271912,40176743,34854050,36300720,3722661,4292011,4520557,4896823,9404008,10020834,7123647,7262933,4310898,4296656,4480355,4261139,1291924,1270324
C1104,09,00,0000,State - UTTAR PRADESH  09,Total,Less than 10,971514,1692449,886803,1546842,7116,16044,20202,41958,149357,308533,235197,389707,179529,316086,287676,465623,7726,8891
C1104,09,00,0000,State - UTTAR PRADESH  09,Total,10-11,678750,1285539,612776,1159433,15458,41609,33676,77595,136328,291309,138153,269092,110178,201989,175404,271895,3579,5944
C1104,09,00,0000,State - UTTAR PRADESH  09,Total,12-13,691297,1979659,630778,1815803,31514,109515,57685,188310,155720,490677,138643,396301,102622,281078,142776,346220,1818,3702
C1104,09,00,0000,State - UTTAR PRADESH  09,Total,14-15,2145313,5580584,1935833,4995950,119844,403506,178878,598254,482033,1419023,418688,1060255,307605,697133,424022,808995,4763,8784
C1104,09,00,0000,State - UTTAR PRADESH  09,Total,16-17,3332011,9076312,3085435,8434471,365673,1165791,446707,1329568,901460,2580592,582644,1632971,366864,910858,415374,800108,6713,14583
C1104,09,00,0000,State - UTTAR PRADESH  09,Total,18-19,8363585,11562407,7862083,10706440,968854,1526452,1122782,1617994,2319259,3180395,1556343,2188885,932878,1176443,946323,998967,15644,17304
C1104,09,00,0000,State - UTTAR PRADESH  09,Total,20-21,11273699,5145175,10604818,4322598,1043065,587016,1459131,664294,3000206,1182750,2328321,930010,1360161,504299,1391333,446075,22601,8154
C1104,09,00,0000,State - UTTAR PRADESH  09,Total,22-23,3877322,1311452,3739989,1199768,535690,239436,568185,220554,1100286,325430,793518,225257,416720,113295,316203,73043,9387,2753
C1104,09,00,0000,State - UTTAR PRADESH  09,Total,24-25,2625473,605974,2512889,530664,298340,108590,339948,91770,683556,136669,579681,98852,332710,58306,273068,35435,5586,1042
C1104,09,00,0000,State - UTTAR PRADESH  09,Total,26-27,689729,171145,674196,160676,152560,47412,120013,30030,187758,41646,119156,24087,61212,12342,32013,4885,1484,274
C1104,09,00,0000,State - UTTAR PRADESH  09,Total,28-29,464457,116424,452025,107390,98333,25664,75663,17281,120864,28489,82660,19355,48104,11625,25378,4763,1023,213
C1104,09,00,0000,State - UTTAR PRADESH  09,Total,30-31,389997,71804,368862,58864,38832,7786,57207,9999,92731,15897,82791,12936,59513,8546,36749,3546,1039,154
C1104,09,00,0000,State - UTTAR PRADESH  09,Total,32-33,94545,19803,91382,17720,19788,4099,15912,3058,24591,4748,17561,3510,9501,1691,3776,549,253,65
C1104,09,00,0000,State - UTTAR PRADESH  09,Total,34+,204541,65141,187390,46393,27594,9091,24568,6158,49859,14676,50291,11715,23301,2965,10260,1035,1517,753
C1104,09,00,0000,State - UTTAR PRADESH  09,Total,Age not stated,1469679,1492875,1208791,1197708,0,0,0,0,0,0,0,0,0,0,0,0,1208791,1197708
C1104,09,00,0000,State - UTTAR PRADESH  09,Rural,All ages,29730383,32278705,27668971,29230130,2929432,3460284,3576338,3946612,7377932,8001846,5529803,5734525,3504164,3530910,3846911,3666563,904391,889390
C1104,09,00,0000,State - UTTAR PRADESH  09,Rural,Less than 10,862237,1530043,783733,1399252,7027,15790,19612,40711,135946,282587,200045,344911,156526,280921,258104,426623,6473,7709
C1104,09,00,0000,State - UTTAR PRADESH  09,Rural,10-11,644484,1175753,581361,1060793,15170,40526,32614,73831,129032,266602,129623,242349,103812,182320,167912,249881,3198,5284
C1104,09,00,0000,State - UTTAR PRADESH  09,Rural,12-13,659128,1795330,601635,1651751,30917,105859,55764,175952,148219,446092,131360,354495,97455,252324,136241,313684,1679,3345
C1104,09,00,0000,State - UTTAR PRADESH  09,Rural,14-15,2011994,4829916,1818047,4342707,115958,378501,170450,540628,453046,1235266,390240,891078,286907,591400,397051,698224,4395,7610
C1104,09,00,0000,State - UTTAR PRADESH  09,Rural,16-17,3044474,7727823,2822520,7210296,343756,1035330,413099,1153608,817903,2175106,527444,1360478,334193,776206,380079,697126,6046,12442
C1104,09,00,0000,State - UTTAR PRADESH  09,Rural,18-19,7351786,9316015,6911002,8639925,872335,1257164,997060,1314922,2025338,2520672,1343312,1716979,817333,963494,842018,852853,13606,13841
C1104,09,00,0000,State - UTTAR PRADESH  09,Rural,20-21,9168433,3602925,8604367,2971254,858188,409129,1197036,455025,2400827,783469,1833562,613379,1113672,359922,1183214,344748,17868,5582
C1104,09,00,0000,State - UTTAR PRADESH  09,Rural,22-23,2619815,745169,2515775,672897,374573,127112,383767,120348,711208,174722,509886,125021,293413,71807,236734,52281,6194,1606
C1104,09,00,0000,State - UTTAR PRADESH  09,Rural,24-25,1495877,294262,1417759,251346,166167,47087,187962,41252,361683,62056,311132,47223,202490,31291,185239,21940,3086,497
C1104,09,00,0000,State - UTTAR PRADESH  09,Rural,26-27,285336,75118,276500,70172,67318,19772,48510,12272,70776,18003,44972,10646,27714,6475,16597,2898,613,106
C1104,09,00,0000,State - UTTAR PRADESH  09,Rural,28-29,189654,61302,182904,56811,41397,12479,29487,8131,45576,15031,31417,10796,21365,7050,13213,3195,449,129
C1104,09,00,0000,State - UTTAR PRADESH  09,Rural,30-31,188795,38420,175013,31230,14522,3693,23488,4575,40827,8717,40963,7191,32168,4845,22478,2117,567,92
C1104,09,00,0000,State - UTTAR PRADESH  09,Rural,32-33,37550,10562,35753,9479,7849,1973,5427,1456,9391,2692,6934,1973,4106,1013,1927,330,119,42
C1104,09,00,0000,State - UTTAR PRADESH  09,Rural,34+,116411,44987,103578,31692,14255,5869,12062,3901,28160,10831,28913,8006,13010,1842,6104,663,1074,580
C1104,09,00,0000,State - UTTAR PRADESH  09,Rural,Age not stated,1054409,1031080,839024,830525,0,0,0,0,0,0,0,0,0,0,0,0,839024,830525
C1104,09,00,0000,State - UTTAR PRADESH  09,Urban,All ages,7541529,7898038,7185079,7070590,793229,831727,944219,950211,2026076,2018988,1593844,1528408,806734,765746,633444,594576,387533,380934
C1104,09,00,0000,State - UTTAR PRADESH  09,Urban,Less than 10,109277,162406,103070,147590,89,254,590,1247,13411,25946,35152,44796,23003,35165,29572,39000,1253,1182
C1104,09,00,0000,State - UTTAR PRADESH  09,Urban,10-11,34266,109786,31415,98640,288,1083,1062,3764,7296,24707,8530,26743,6366,19669,7492,22014,381,660
C1104,09,00,0000,State - UTTAR PRADESH  09,Urban,12-13,32169,184329,29143,164052,597,3656,1921,12358,7501,44585,7283,41806,5167,28754,6535,32536,139,357
C1104,09,00,0000,State - UTTAR PRADESH  09,Urban,14-15,133319,750668,117786,653243,3886,25005,8428,57626,28987,183757,28448,169177,20698,105733,26971,110771,368,1174
C1104,09,00,0000,State - UTTAR PRADESH  09,Urban,16-17,287537,1348489,262915,1224175,21917,130461,33608,175960,83557,405486,55200,272493,32671,134652,35295,102982,667,2141
C1104,09,00,0000,State - UTTAR PRADESH  09,Urban,18-19,1011799,2246392,951081,2066515,96519,269288,125722,303072,293921,659723,213031,471906,115545,212949,104305,146114,2038,3463
C1104,09,00,0000,State - UTTAR PRADESH  09,Urban,20-21,2105266,1542250,2000451,1351344,184877,177887,262095,209269,599379,399281,494759,316631,246489,144377,208119,101327,4733,2572
C1104,09,00,0000,State - UTTAR PRADESH  09,Urban,22-23,1257507,566283,1224214,526871,161117,112324,184418,100206,389078,150708,283632,100236,123307,41488,79469,20762,3193,1147
C1104,09,00,0000,State - UTTAR PRADESH  09,Urban,24-25,1129596,311712,1095130,279318,132173,61503,151986,50518,321873,74613,268549,51629,130220,27015,87829,13495,2500,545
C1104,09,00,0000,State - UTTAR PRADESH  09,Urban,26-27,404393,96027,397696,90504,85242,27640,71503,17758,116982,23643,74184,13441,33498,5867,15416,1987,871,168
C1104,09,00,0000,State - UTTAR PRADESH  09,Urban,28-29,274803,55122,269121,50579,56936,13185,46176,9150,75288,13458,51243,8559,26739,4575,12165,1568,574,84
C1104,09,00,0000,State - UTTAR PRADESH  09,Urban,30-31,201202,33384,193849,27634,24310,4093,33719,5424,51904,7180,41828,5745,27345,3701,14271,1429,472,62
C1104,09,00,0000,State - UTTAR PRADESH  09,Urban,32-33,56995,9241,55629,8241,11939,2126,10485,1602,15200,2056,10627,1537,5395,678,1849,219,134,23
C1104,09,00,0000,State - UTTAR PRADESH  09,Urban,34+,88130,20154,83812,14701,13339,3222,12506,2257,21699,3845,21378,3709,10291,1123,4156,372,443,173
C1104,09,00,0000,State - UTTAR PRADESH  09,Urban,Age not stated,415270,461795,369767,367183,0,0,0,0,0,0,0,0,0,0,0,0,369767,367183
C1104,10,00,0000,State - BIHAR  10,Total,All ages,18891334,20942578,17988107,19019453,2039623,2450534,2425022,2660981,5016302,5354958,3784975,3884121,2242002,2258027,2078343,2027652,401840,383180
C1104,10,00,0000,State - BIHAR  10,Total,Less than 10,280051,724325,263986,679661,1484,5475,2315,8953,56507,153967,80693,181283,51672,143161,69163,184837,2152,1985
C1104,10,00,0000,State - BIHAR  10,Total,10-11,109760,535335,99649,497047,5312,24549,8498,38999,25893,123289,20661,109536,14057,82718,24731,116968,497,988
C1104,10,00,0000,State - BIHAR  10,Total,12-13,260667,1329515,237618,1231668,18357,95487,25519,145688,63594,349513,48649,267259,33076,176257,48080,196401,343,1063
C1104,10,00,0000,State - BIHAR  10,Total,14-15,1046289,4181181,958916,3844019,75185,369819,95920,490368,258104,1110495,205283,838342,141095,517698,182222,514193,1107,3104
C1104,10,00,0000,State - BIHAR  10,Total,16-17,1770966,5210414,1668518,4863198,227891,803939,246176,783422,491945,1449604,319034,942277,189402,498526,192371,381885,1699,3545
C1104,10,00,0000,State - BIHAR  10,Total,18-19,4102699,4990183,3911650,4574059,522300,754829,543462,705711,1147748,1345808,796590,915607,464832,481905,433092,366976,3626,3223
C1104,10,00,0000,State - BIHAR  10,Total,20-21,5658855,2544894,5401509,2132640,533840,242470,735840,335565,1516462,596155,1212115,474149,712724,267455,685447,215020,5081,1826
C1104,10,00,0000,State - BIHAR  10,Total,22-23,2375369,529894,2311758,469691,329054,89066,356906,90044,689537,129203,487390,85804,261785,46565,184959,28587,2127,422
C1104,10,00,0000,State - BIHAR  10,Total,24-25,1796739,265577,1737027,221930,161930,35294,243627,38912,487821,58351,406932,43168,246171,29003,189000,17015,1546,187
C1104,10,00,0000,State - BIHAR  10,Total,26-27,400973,61383,393664,56555,74411,14753,70311,10599,111911,15325,73793,8987,40670,4862,22211,1984,357,45
C1104,10,00,0000,State - BIHAR  10,Total,28-29,253763,38582,248653,34928,48207,7787,40945,5502,67986,9420,46777,6527,29073,3990,15419,1660,246,42
C1104,10,00,0000,State - BIHAR  10,Total,30-31,234835,31460,225562,24388,19111,2433,34583,3904,57395,6693,51297,5601,38997,4125,23861,1584,318,48
C1104,10,00,0000,State - BIHAR  10,Total,32-33,49889,6518,48599,5640,9679,1095,8226,897,13876,1668,9269,1218,5267,583,2208,172,74,7
C1104,10,00,0000,State - BIHAR  10,Total,34+,104624,25248,98857,17598,12862,3538,12694,2417,27523,5467,26492,4363,13181,1179,5579,370,526,264
C1104,10,00,0000,State - BIHAR  10,Total,Age not stated,445855,468069,382141,366431,0,0,0,0,0,0,0,0,0,0,0,0,382141,366431
C1104,10,00,0000,State - BIHAR  10,Rural,All ages,16962422,18903590,16136664,17192869,1835829,2225652,2178752,2409839,4495364,4840633,3370188,3489044,2014739,2042452,1900889,1856922,340903,328327
C1104,10,00,0000,State - BIHAR  10,Rural,Less than 10,256183,665609,241329,625448,1431,5258,2230,8527,52520,143352,72477,166389,47161,130361,63589,169793,1921,1768
C1104,10,00,0000,State - BIHAR  10,Rural,10-11,104098,500281,94520,465616,5144,23698,8210,37316,24664,116499,19498,102317,13224,76611,23318,108236,462,939
C1104,10,00,0000,State - BIHAR  10,Rural,12-13,249056,1237275,227232,1149811,17815,91640,24665,137951,60980,327175,46490,247707,31363,162756,45587,181573,332,1009
C1104,10,00,0000,State - BIHAR  10,Rural,14-15,993162,3844957,911221,3546104,72445,351462,92054,460474,246454,1027532,194625,762789,133171,470597,171406,470286,1066,2964
C1104,10,00,0000,State - BIHAR  10,Rural,16-17,1675868,4792591,1579778,4482303,217984,751251,234785,726630,465754,1331473,300838,859681,178112,456902,180698,353024,1607,3342
C1104,10,00,0000,State - BIHAR  10,Rural,18-19,3838969,4505047,3661319,4132381,494329,687239,512055,637640,1074041,1211246,741033,819444,432317,436287,404092,337513,3452,3012
C1104,10,00,0000,State - BIHAR  10,Rural,20-21,5159834,2205466,4924681,1834578,492590,205994,676335,287138,1380712,508111,1093952,405553,646870,233838,629442,192276,4780,1668
C1104,10,00,0000,State - BIHAR  10,Rural,22-23,2066809,426268,2010274,373089,291304,66336,312042,70133,595676,101918,417094,69855,228193,39393,164046,25081,1919,373
C1104,10,00,0000,State - BIHAR  10,Rural,24-25,1484645,203727,1433009,166063,131659,22823,201032,27750,397812,43457,331277,33911,206615,23622,163252,14341,1362,159
C1104,10,00,0000,State - BIHAR  10,Rural,26-27,293937,43998,288082,39991,53490,9372,50896,7088,80550,11216,53823,6792,31277,3858,17754,1628,292,37
C1104,10,00,0000,State - BIHAR  10,Rural,28-29,175888,29237,171951,26299,32039,5254,27382,3747,46117,7324,32836,5236,21424,3305,11965,1398,188,35
C1104,10,00,0000,State - BIHAR  10,Rural,30-31,171218,25050,163631,19058,11200,1602,23266,2778,39863,5273,38596,4621,30810,3427,19633,1314,263,43
C1104,10,00,0000,State - BIHAR  10,Rural,32-33,32387,4954,31402,4236,5510,749,4725,611,9128,1299,6562,959,3768,471,1646,141,63,6
C1104,10,00,0000,State - BIHAR  10,Rural,34+,80431,21868,75509,15159,8889,2974,9075,2056,21093,4758,21087,3790,10434,1024,4461,318,470,239
C1104,10,00,0000,State - BIHAR  10,Rural,Age not stated,379937,397262,322726,312733,0,0,0,0,0,0,0,0,0,0,0,0,322726,312733
C1104,10,00,0000,State - BIHAR  10,Urban,All ages,1928912,2038988,1851443,1826584,203794,224882,246270,251142,520938,514325,414787,395077,227263,215575,177454,170730,60937,54853
C1104,10,00,0000,State - BIHAR  10,Urban,Less than 10,23868,58716,22657,54213,53,217,85,426,3987,10615,8216,14894,4511,12800,5574,15044,231,217
C1104,10,00,0000,State - BIHAR  10,Urban,10-11,5662,35054,5129,31431,168,851,288,1683,1229,6790,1163,7219,833,6107,1413,8732,35,49
C1104,10,00,0000,State - BIHAR  10,Urban,12-13,11611,92240,10386,81857,542,3847,854,7737,2614,22338,2159,19552,1713,13501,2493,14828,11,54
C1104,10,00,0000,State - BIHAR  10,Urban,14-15,53127,336224,47695,297915,2740,18357,3866,29894,11650,82963,10658,75553,7924,47101,10816,43907,41,140
C1104,10,00,0000,State - BIHAR  10,Urban,16-17,95098,417823,88740,380895,9907,52688,11391,56792,26191,118131,18196,82596,11290,41624,11673,28861,92,203
C1104,10,00,0000,State - BIHAR  10,Urban,18-19,263730,485136,250331,441678,27971,67590,31407,68071,73707,134562,55557,96163,32515,45618,29000,29463,174,211
C1104,10,00,0000,State - BIHAR  10,Urban,20-21,499021,339428,476828,298062,41250,36476,59505,48427,135750,88044,118163,68596,65854,33617,56005,22744,301,158
C1104,10,00,0000,State - BIHAR  10,Urban,22-23,308560,103626,301484,96602,37750,22730,44864,19911,93861,27285,70296,15949,33592,7172,20913,3506,208,49
C1104,10,00,0000,State - BIHAR  10,Urban,24-25,312094,61850,304018,55867,30271,12471,42595,11162,90009,14894,75655,9257,39556,5381,25748,2674,184,28
C1104,10,00,0000,State - BIHAR  10,Urban,26-27,107036,17385,105582,16564,20921,5381,19415,3511,31361,4109,19970,2195,9393,1004,4457,356,65,8
C1104,10,00,0000,State - BIHAR  10,Urban,28-29,77875,9345,76702,8629,16168,2533,13563,1755,21869,2096,13941,1291,7649,685,3454,262,58,7
C1104,10,00,0000,State - BIHAR  10,Urban,30-31,63617,6410,61931,5330,7911,831,11317,1126,17532,1420,12701,980,8187,698,4228,270,55,5
C1104,10,00,0000,State - BIHAR  10,Urban,32-33,17502,1564,17197,1404,4169,346,3501,286,4748,369,2707,259,1499,112,562,31,11,1
C1104,10,00,0000,State - BIHAR  10,Urban,34+,24193,3380,23348,2439,3973,564,3619,361,6430,709,5405,573,2747,155,1118,52,56,25
C1104,10,00,0000,State - BIHAR  10,Urban,Age not stated,65918,70807,59415,53698,0,0,0,0,0,0,0,0,0,0,0,0,59415,53698
C1104,11,00,0000,State - SIKKIM  11,Total,All ages,121915,115267,114268,102896,18699,17463,18882,17265,33728,30144,21356,18983,9910,8673,7225,6279,4468,4089
C1104,11,00,0000,State - SIKKIM  11,Total,Less than 10,1691,2447,1575,2096,0,0,2,6,220,566,680,663,314,372,358,485,1,4
C1104,11,00,0000,State - SIKKIM  11,Total,10-11,323,889,283,674,1,3,2,24,68,127,76,107,44,125,92,288,0,0
C1104,11,00,0000,State - SIKKIM  11,Total,12-13,602,2516,524,2062,2,40,17,181,77,617,112,430,112,361,204,433,0,0
C1104,11,00,0000,State - SIKKIM  11,Total,14-15,1597,9791,1426,8711,83,698,138,1291,306,2951,293,1892,242,1005,360,866,4,8
C1104,11,00,0000,State - SIKKIM  11,Total,16-17,4659,19374,4301,17802,543,3014,671,3336,1238,5886,782,3242,496,1354,570,953,1,17
C1104,11,00,0000,State - SIKKIM  11,Total,18-19,13072,24225,12219,22139,1926,4288,2041,4171,3668,6820,2317,4102,1203,1674,1049,1058,15,26
C1104,11,00,0000,State - SIKKIM  11,Total,20-21,20674,19525,19365,17344,3097,3187,3335,3096,5811,5125,3878,3413,1772,1485,1455,1025,17,13
C1104,11,00,0000,State - SIKKIM  11,Total,22-23,17916,11580,17099,10520,3160,2320,3138,2008,5505,3169,3132,1859,1337,750,813,401,14,13
C1104,11,00,0000,State - SIKKIM  11,Total,24-25,18843,8456,17724,7432,3020,1570,3003,1300,5809,2161,3346,1406,1473,617,1061,374,12,4
C1104,11,00,0000,State - SIKKIM  11,Total,26-27,11128,4081,10683,3692,2323,986,2117,656,3381,985,1827,645,708,273,316,142,11,5
C1104,11,00,0000,State - SIKKIM  11,Total,28-29,8605,2710,8213,2427,1731,583,1563,428,2586,654,1491,441,543,214,291,107,8,0
C1104,11,00,0000,State - SIKKIM  11,Total,30-31,7239,1979,6645,1618,988,279,1168,312,1932,387,1389,328,803,234,362,77,3,1
C1104,11,00,0000,State - SIKKIM  11,Total,32-33,3163,881,3002,779,630,176,547,149,935,210,549,141,239,74,97,29,5,0
C1104,11,00,0000,State - SIKKIM  11,Total,34+,7388,1897,6839,1603,1195,319,1140,307,2192,486,1484,314,624,135,197,41,7,1
C1104,11,00,0000,State - SIKKIM  11,Total,Age not stated,5015,4916,4370,3997,0,0,0,0,0,0,0,0,0,0,0,0,4370,3997
C1104,11,00,0000,State - SIKKIM  11,Rural,All ages,106989,102193,99795,91019,16398,15621,16559,15313,29286,26424,18504,16640,8841,7822,6567,5747,3640,3452
C1104,11,00,0000,State - SIKKIM  11,Rural,Less than 10,1495,2223,1383,1896,0,0,2,6,200,527,594,581,271,329,315,449,1,4
C1104,11,00,0000,State - SIKKIM  11,Rural,10-11,295,828,257,621,1,2,1,18,57,116,72,98,36,116,90,271,0,0
C1104,11,00,0000,State - SIKKIM  11,Rural,12-13,563,2271,487,1844,2,38,16,161,71,538,101,367,101,334,196,406,0,0
C1104,11,00,0000,State - SIKKIM  11,Rural,14-15,1446,8834,1282,7856,75,660,125,1182,266,2647,257,1667,212,907,343,785,4,8
C1104,11,00,0000,State - SIKKIM  11,Rural,16-17,4223,17375,3880,15972,492,2812,611,3054,1102,5219,691,2811,447,1206,536,853,1,17
C1104,11,00,0000,State - SIKKIM  11,Rural,18-19,11692,21489,10893,19655,1762,3929,1826,3757,3260,5941,2012,3555,1069,1485,951,964,13,24
C1104,11,00,0000,State - SIKKIM  11,Rural,20-21,18206,17211,16985,15257,2771,2824,2984,2699,5056,4440,3307,2989,1563,1349,1289,943,15,13
C1104,11,00,0000,State - SIKKIM  11,Rural,22-23,15758,10090,14984,9128,2822,1999,2755,1705,4798,2728,2658,1621,1201,680,738,383,12,12
C1104,11,00,0000,State - SIKKIM  11,Rural,24-25,16459,7365,15424,6433,2631,1331,2629,1112,5004,1845,2879,1241,1293,561,978,339,10,4
C1104,11,00,0000,State - SIKKIM  11,Rural,26-27,9551,3558,9133,3200,1961,825,1833,563,2862,848,1553,574,623,255,292,131,9,4
C1104,11,00,0000,State - SIKKIM  11,Rural,28-29,7412,2369,7043,2114,1462,502,1322,361,2201,571,1301,395,489,191,261,94,7,0
C1104,11,00,0000,State - SIKKIM  11,Rural,30-31,6317,1802,5755,1459,838,239,986,278,1632,350,1235,312,737,213,324,66,3,1
C1104,11,00,0000,State - SIKKIM  11,Rural,32-33,2738,821,2589,725,535,155,471,136,796,202,480,132,219,73,84,27,4,0
C1104,11,00,0000,State - SIKKIM  11,Rural,34+,6664,1771,6145,1494,1046,305,998,281,1981,452,1364,297,580,123,170,36,6,0
C1104,11,00,0000,State - SIKKIM  11,Rural,Age not stated,4170,4186,3555,3365,0,0,0,0,0,0,0,0,0,0,0,0,3555,3365
C1104,11,00,0000,State - SIKKIM  11,Urban,All ages,14926,13074,14473,11877,2301,1842,2323,1952,4442,3720,2852,2343,1069,851,658,532,828,637
C1104,11,00,0000,State - SIKKIM  11,Urban,Less than 10,196,224,192,200,0,0,0,0,20,39,86,82,43,43,43,36,0,0
C1104,11,00,0000,State - SIKKIM  11,Urban,10-11,28,61,26,53,0,1,1,6,11,11,4,9,8,9,2,17,0,0
C1104,11,00,0000,State - SIKKIM  11,Urban,12-13,39,245,37,218,0,2,1,20,6,79,11,63,11,27,8,27,0,0
C1104,11,00,0000,State - SIKKIM  11,Urban,14-15,151,957,144,855,8,38,13,109,40,304,36,225,30,98,17,81,0,0
C1104,11,00,0000,State - SIKKIM  11,Urban,16-17,436,1999,421,1830,51,202,60,282,136,667,91,431,49,148,34,100,0,0
C1104,11,00,0000,State - SIKKIM  11,Urban,18-19,1380,2736,1326,2484,164,359,215,414,408,879,305,547,134,189,98,94,2,2
C1104,11,00,0000,State - SIKKIM  11,Urban,20-21,2468,2314,2380,2087,326,363,351,397,755,685,571,424,209,136,166,82,2,0
